,Input,Output,Target
52,- info_obj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này,"- infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật tuần này, - infoobj của tổng pakh nhập hệ thống viettel yên bái rất hữu ích để theo dõi hoạt động kinh doanh chủ nhật","""LOẠI BIỂU ĐỒ"": ""biểu đồ info_obj"", ""ĐƠN VỊ"": ""Y029"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""chủ nhật"", ""NGÀY"": ""khác"", ""TUẦN"": ""này"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tổng pakh nhập hệ thống"", ""TIÊU ĐỀ"": ""tỷ lệ xử lý sự cố dv ứng dụng cntt"""
53,"chart report mới đã được mở, giúp quản lý dễ dàng theo dõi tiến trình khối phân tích dữ liệu p057 vào hôm nay","""LOẠI BIỂU ĐỒ"": ""biểu đồ report mới"", ""ĐƠN VỊ"": ""biểu đồ report mới"", ""CHU KỲ THỜI GIAN"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""chart báo cáo"", ""ĐƠN VỊ"": ""P057"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khối phân tích dữ liệu"", ""TIÊU ĐỀ"": ""khác"""
54,"số lượng hôm qua, tôi đã vào biểu đồ horizontal bar của viettel lai châu để xem dữ liệu","""LOẠI BIỂU ĐỒ"": ""biểu đồ horizontal bar"", ""ĐƠN VỊ"": ""biểu đồ horizontal bar"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊUỀ"": ""khác"",","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột ngang"", ""ĐƠN VỊ"": ""L231"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm qua"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""số lượng"", ""TIÊU ĐỀ"": ""khác"""
55,hãy mở cột chồng của t280 để xem báo cáo mức độ hài lòng dịch vụ kênh truyền (csat) tháng này,"""LOẠI BIỂU ĐỒ"": ""biểu đồ cột chồng"", ""ĐƠN VỊ"": ""biểu đồ cột chồng"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cột chồng"", ""ĐƠN VỊ"": ""T280"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""mức độ hài lòng dịch vụ kênh truyền (csat)"", ""TIÊU ĐỀ"": ""khác"""
56,đặt mở biểu đồ cảnh báo 2 viettel ct cp giao thông số vdtc tỷ lệ xử lý đúng hạn dịch vụ chuyển phát vào tháng này,"""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2 viettel ct cp giao thông số vdtc tỷ lệ xử lý đúng hạn dịch vụ chuyển phát"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""VDTC"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""này"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ xử lý đúng hạn dịch vụ chuyển phát"", ""TIÊU ĐỀ"": ""tỷ lệ xử lý đúng hạn dv chuyển phát_bo"""
57,"dựa vào các thông số trên biểu đồ column group, vttnewnew lên kế hoạch sản xuất trong tuần tới","""LOẠI BIỂU ĐỒ"": ""biểu đồ column group"", ""CHU KỲ THỜI GIAN"": ""biểu đồ column group"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ nhóm cột"", ""ĐƠN VỊ"": ""VTTNEWNEW"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""27"", ""TUẦN"": ""khác"", ""THÁNG"": ""05"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""giáo án"", ""TIÊU ĐỀ"": ""khác"""
58,cảnh báo 2 của tôi cho thấy tình hình ở h039 trạm liên đầm quý IV vừa qua,"""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""H039"", ""CHU KỲ THỜI GIAN"": ""quý"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""IV"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""trạm liên đầm"", ""TIÊU ĐỀ"": ""doanh thu dịch vụ thu phí"""
59,đăng nhập vào đát bót chỉ huy số lượng dự án/ uc viettel qti để xem báo cáo thống kê tháng trước,"""LOẠI BIỂU ĐỒ"": ""biểu đồ đát bót chỉ huy số lượng dự án/ uc viettel qti để xem báo cáo thống kê"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""khác","""LOẠI BIỂU ĐỒ"": ""dashboard"", ""ĐƠN VỊ"": ""Q053"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""trước"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""số lượng dự án/ uc"", ""TIÊU ĐỀ"": ""khác"""
60,hãy mở biểu đồ tương quan tct công nghiệp công nghệ cao viettel tỷ lệ phiên dịch vụ data thiết lập thành công (mobile data sr) để xem báo cáo tài chính tháng trước vừa qua,"""LOẠI BIỂU ĐỒ"": ""biểu đồ tương quan tct công nghiệp công nghệ cao"", ""CHU KỲ THỜI GIAN"": ""biểu đồ tương quan tct công nghiệp công nghệ cao"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ phiên dịch vụ data thiết lập thành công (mobile data sr) để xem báo cáo tài chính tháng trước vừa qua"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""tỷ lệ phiên dịch vụ data thiết lập thành công (mobile data sr) để xem báo cáo tài chính tháng trước vừa qua"", ""TIÊU ĐỀ"": ""tỷ lệ phiên dịch vụ data thiết lập thành công (mobile sr)","""LOẠI BIỂU ĐỒ"": ""biểu đồ tương quan"", ""ĐƠN VỊ"": ""VNC"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""trước"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""tỷ lệ phiên dịch vụ data thiết lập thành công (mobile data sr)"", ""TIÊU ĐỀ"": ""khác"""
61,truy cập cảnh báo 2 chart dt dự án để theo dõi tình trạng hoạt động của tct mạng lưới viettel thứ bảy tuần sau,"""LOẠI BIỂU ĐỒ"": ""biểu đồ dt dự án"", ""ĐƠN VỊ"": ""biểu đồ dt dự án"", ""CHU KỲ THỜI GIAN"": ""biểu đồ dt dự án"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ cảnh báo 2"", ""ĐƠN VỊ"": ""VTN"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""7"", ""NGÀY"": ""khác"", ""TUẦN"": ""sau"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""doanh thu dự án"", ""TIÊU ĐỀ"": ""dt dự án"""
62,"tháng, btcnl sẽ mở chart radar voice ai mới","""LOẠI BIỂU ĐỒ"": ""biểu đồ radar voice ai mới"", ""ĐƠN VỊ"": ""biểu đồ radar voice ai mới"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ radar"", ""ĐƠN VỊ"": ""BTCNL"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""voice ai"", ""TIÊU ĐỀ"": ""khối xử lý tiếng nói và ngôn ngữ tự nhiên"""
63,viện hàng không vũ trụ viettel mở bảng lợi nhuận trước thuế thực hiện tháng để xem dữ liệu hôm nay,"""LOẠI BIỂU ĐỒ"": ""biểu đồ lợi nhuận trước thuế"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""","""LOẠI BIỂU ĐỒ"": ""biểu đồ table"", ""ĐƠN VỊ"": ""VHK"", ""CHU KỲ THỜI GIAN"": ""ngày"", ""THỨ"": ""khác"", ""NGÀY"": ""hôm nay"", ""TUẦN"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""lợi nhuận"", ""TIÊU ĐỀ"": ""lợi nhuận trước thuế thực hiện tháng"""
64,việc mở table 2 ở giá trị sản lượng dbn tháng 1 rất quan trọng,"""LOẠI BIỂU ĐỒ"": ""biểu đồ table 2 ở giá trị sản lượng dbn tháng 1"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""biểu đồ table 2"", ""ĐƠN VỊ"": ""D230"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""1"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""giá trị sản lượng"", ""TIÊU ĐỀ"": ""khác"""
65,mở line dashed chart của tb 4g cần thơ 2046/3,"""LOẠI BIỂU ĐỒ"": ""biểu đồ line"", ""ĐƠN VỊ"": ""khác"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THỨ"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác""","""LOẠI BIỂU ĐỒ"": ""line_dashed chart"", ""ĐƠN VỊ"": ""C710"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""3"", ""QUÝ"": ""khác"", ""NĂM"": ""2046"", ""CHỈ TIÊU"": ""thuê bao 4g tăng thêm"", ""TIÊU ĐỀ"": ""tb 4g"""
66,chart word t của iptv btt được mở tháng 07,"""LOẠI BIỂU ĐỒ"": ""biểu đồ word t của iptv"", ""ĐƠN VỊ"": ""biểu đồ word t"", ""CHU KỲ THỜI GIAN"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""THÁNG"": ""khác"", ""QUÝ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""CHỈ TIÊU"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"", ""TIÊU ĐỀ"": ""khác"", ""khác"",","""LOẠI BIỂU ĐỒ"": ""biểu đồ chữ t"", ""ĐƠN VỊ"": ""BTT"", ""CHU KỲ THỜI GIAN"": ""tháng"", ""THỨ"": ""khác"", ""NGÀY"": ""khác"", ""TUẦN"": ""khác"", ""THÁNG"": ""07"", ""QUÝ"": ""khác"", ""NĂM"": ""khác"", ""CHỈ TIÊU"": ""iptv"", ""TIÊU ĐỀ"": ""khác"""
