GROUPPROFILECODE,CYCLETIME,AREACODE,DASHBOARDID,DASHBOARDNAME
BCL,1,VTP,1854,Thuê bao thực tăng giảm
BCL,1,VTP,1855,Thuê bao thực 4G tăng giảm
BCL,1,VTP,1856,Doanh thu dịch vụ
BCL,1,VTP,1857,Tiêu dùng
BCL,1,VTP,1858,Doanh thu kinh doanh
BCL,1,VTP,1859,VTP
BCL,2,CTM,1564,6. Doanh thu dịch vụ
BCL,2,VTG,1860,2. Lợi nhuận trước thuế VTNN (Tài chính)
BCL,2,VTG,1861,4. Doanh thu dich vụ VTNN (kinh doanh)
BCL,2,VTG,1862,3. Doanh thu cộng ngang VTNN (Kinh doanh)
BCL,2,VTG,1863,1. Doanh thu hợp nhất VTNN (VTG hợp nhất + Peru)
BCL,2,VTG,1864,KHỐI VTNN
BCL,2,VTG,1865,5.Tiêu dùng VTNN (kinh doanh)
BCL,2,VTG,1866,6. Thuê bao thực tăng giảm VTNN (Kinh doanh)
BCL,2,VTG,1868,7. Thuê bao thực 4G tăng giảm VTNN (Kinh doanh)
BCL,2,VBD,1908,Thuê bao thực tăng giảm
BCL,2,VBD,1909,Thuê bao thực 4G tăng giảm
BCL,2,VBD,1910,Doanh thu dịch vụ
BCL,2,VBD,1911,Tiêu dùng
BCL,2,VBD,1912,Doanh thu kinh doanh
BCL,2,VBD,1913,Lợi nhuận trước thuế
BCL,2,VBD,1914,Tổng doanh thu Tài chính
BCL,2,VBD,1915,VTB
BCL,2,M3,2040,Doanh thu M3 (Kinh doanh trừ hubbing)_Tháng
BCL,2,M3,2041,M3
BCL,2,M3,2042,Doanh thu M3 (Tài chính)_Tháng
BCL,2,M3,2043,Lợi nhuận trước thuế M3 (Tài chính)
BCL,1,IDC,2054,Doanh thu IDC (Kinh doanh trừ hubbing)
BCL,1,IDC,2055,IDC
BCL,2,IDC,2056,Doanh thu IDC (Kinh doanh trừ hubbing)_Tháng
BCL,2,IDC,2057,IDC
BCL,2,IDC,2058,Doanh thu IDC (Tài chính)_Tháng
BCL,2,IDC,2059,Lợi nhuận trước thuế IDC (Tài chính)
BCL,1,ANM,2060,Doanh thu ANM (Kinh doanh)
BCL,1,ANM,2061,Dashboard ANM
BCL,2,ANM,2062,Doanh thu ANM (Kinh doanh)_Tháng
BCL,2,ANM,2063,Dashboard ANM
BCL,2,ANM,2064,Doanh thu ANM (Tài chính)_Tháng
BCL,2,ANM,2065,Lợi nhuận trước thuế ANM (Tài chính)
BCL,1,KGM,2066,Doanh thu KGM (Kinh doanh trừ hubbing)
BCL,1,KGM,2067,Dashboard KGM
BCL,2,KGM,2068,Doanh thu KGM (Kinh doanh trừ hubbing)_Tháng
BCL,2,KGM,2069,Dashboard KGM
BCL,2,KGM,2070,Doanh thu KGM (Tài chính)_Tháng
BCL,2,KGM,2071,Lợi nhuận trước thuế KGM (Tài chính)
BCL,1,XNK,2072,Doanh thu XNK (Kinh doanh trừ hubbing)
BCL,1,XNK,2073,Dashboard XNK
,,,2336,3. Lợi nhuận trước thuế tập đoàn_2336
,,,2337,8. Thuê bao thực tăng giảm_2337
,,,2338,5. Doanh Thu cộng ngang Tập đoàn (Kinh doanh)_2338
,,,2339,4. Dòng tiền ròng_2339
BCL,2,TH,2134,Doanh thu Media (Kinh doanh trừ hubbing)_Tháng
BCL,2,TH,2135,Dashboard Media
BCL,2,TH,2136,Doanh thu Media (Tài chính)_Tháng
BCL,2,TH,2137,Lợi nhuận trước thuế Media (Tài chính)
,,,2340,Doanh thu dịch vụ_2340
,,,2341,Doanh thu SX và dịch vụ_2341
,,,2342,9. TB 4G tăng giảm_2342
,,,2343,RPM thoại_2343
,,,2344,2. Doanh thu cộng ngang Tập đoàn (Tài chính)_2344
,,,2345,Doanh Thu hợp nhất_2345
,,,2346,7. Tiêu dùng di động_2346
,,,2347,TẬP ĐOÀN_2347
BCL,2,VTTNEWNEW,2440,10. MOU
BCL,2,VTTNEWNEW,2444,12. Apru
BCL,2,VTC,2458,8. RPM thoại
BCL,2,VTC,2461,DOU
BCL,2,STL,2466,DOU
BCL,2,STL,2467,Apru
BCL,2,NAT,2470,MOU
BCL,2,NAT,2471,DOU
BCL,2,NAT,2472,Apru
BCL,2,MOV,2473,RPM thoại
BCL,2,MOV,2476,DOU
BCL,2,VBD,2501,Apru
BCL,2,VTL,2485,MOU
BCL,2,VTP,2491,RPD data
,,,2506,2. Doanh thu cộng ngang Tập đoàn (Tài chính)_2344 Copy Copy Copy
BCL,2,VTG,2517,DOU_VTNN
,,,2614,Suất đầu tư cho cả dự án
VPTD,1,VTTNEWNEW,2658,Doanh thu dịch vụ
VPTD,1,VTTNEWNEW,2659,Thuê bao di động phát triển thực
VPTD,1,VTTNEWNEW,2660,Thuê bao 4G phát triển thực
VPTD,1,VTTNEWNEW,2663,Tổng doanh thu
VPTD,1,VTTNEWNEW,2664,Tiêu dùng thực di động
VPTD,1,VTTNEWNEW,2665,Thuê bao register
VPTD,1,VTTNEWNEW,2666,Thuê bao FTTH
VPTD,1,VTTNEWNEW,2667,VTT
VPTD,2,VTTNEWNEW,2668,Lợi nhuận
VPTD,2,VTTNEWNEW,2669,Doanh thu dịch vụ
VPTD,2,VTTNEWNEW,2670,Thuê bao di động phát triển thực
VPTD,2,VTTNEWNEW,2671,Thuê bao 4G phát triển thực
VPTD,2,VTTNEWNEW,2672,Thuê bao FTTH
VPTD,2,VTTNEWNEW,2673,Tổng doanh thu tài chính
BCL,2,NAT,1796,6. Thuê bao thực tăng giảm
BCL,2,TD,1476,2. Doanh thu cộng ngang Tập đoàn (Tài chính)
BCL,2,TN,1561,7. Thuê bao thực 4G tăng giảm VTTN (Kinh doanh)
BCL,1,VTC,1822,Doanh thu dich vụ VTC (kinh doanh trừ hubbing)
BCL,2,CTM,1555,4. Dòng tiền ròng
BCL,2,NAT,1797,7. Thuê bao thực 4G tăng giảm
BCL,2,CTM,1556,3. Lợi nhuận trước thuế
BCL,2,CTM,1557,2. Doanh thu cộng ngang CTM (Tài chính)
BCL,2,NAT,1798,4. Doanh thu dịch vụ
BCL,2,CTM,1558,CÔNG TY MẸ
BCL,2,CTM,1559,1. Doanh thu hợp nhất
BCL,2,NAT,1799,5. Tiêu dùng
BCL,2,NAT,1800,3. Doanh thu kinh doanh
BCL,1,CTM,1568,4. Thuê bao thực tăng giảm
BCL,2,NAT,1801,2. Lợi nhuận trước thuế
BCL,1,CTM,1569,5. Thuê bao thực 4G tăng giảm
BCL,2,NAT,1802,1. Tổng doanh thu Tài chính
BCL,2,NAT,1803,NCM
BCL,1,CTM,1570,1. Doanh thu Cộng ngang
BCL,1,CTM,1571,3. Tiêu dùng
BCL,1,CTM,1572,2. Doanh thu dịch vụ
BCL,1,VTC,1823,Doanh thu VTC (Kinh doanh trừ hubbing)
BCL,1,VTC,1824,VTC
BCL,1,VTC,1825,Tiêu dùng VTC
BCL,1,VTC,1826,Thuê bao thực tăng giảm VTC (Kinh doanh)
BCL,1,VTC,1827,Thuê bao thực 4G tăng giảm VTC
BCL,2,MYN,1828,Thuê bao thực tăng giảm
BCL,2,MYN,1829,Thuê bao thực 4G tăng giảm
BCL,2,MYN,1830,Doanh thu dịch vụ
BCL,2,MYN,1831,Tiêu dùng
BCL,2,MYN,1832,Doanh thu kinh doanh
BCL,2,MYN,1833,Lợi nhuận trước thuế
,,,1413,Chi tiết Dòng tiền ròng
BCL,2,MYN,1834,Tổng doanh thu Tài chính
BCL,2,MYN,1835,MYN
BCL,2,VTP,1869,Thuê bao thực tăng giảm
BCL,2,VTP,1870,Thuê bao thực 4G tăng giảm
,,,1410,Chi tiết tổng doanh thu tài chính
,,,1416,Chi tiết Thuê bao 4g (tăng giảm trong tháng)
BCL,2,VTP,1871,Doanh thu dịch vụ
BCL,2,VTP,1872,Tiêu dùng
BCL,2,VTP,1873,Doanh thu kinh doanh
BCL,2,VTC,1578,1. Doanh thu VTC (Tài chính)_Tháng
BCL,2,TD,970,Doanh Thu hợp nhất
VPTD,1,B781,3707,Doanh thu dịch vụ nhóm VTS
BCL,2,VTP,1874,Lợi nhuận trước thuế
,,,1419,Chi tiết Thuê bao FTTH
,,,1421,Thuê bao ViettelPay
BCL,2,VTP,1875,Tổng doanh thu Tài chính
BCL,2,VTP,1876,VTP
BCL,2,TD,1470,7. Tiêu dùng di động
BCL,2,VTC,1579,2. Lợi nhuận trước thuế VTC (Tài chính)_Tháng
BCL,2,M1,2028,Doanh thu M1 (Kinh doanh trừ hubbing)_Tháng
BCL,2,VTC,1595,5. Tiêu dùng VTC (kinh doanh)_Tháng
BCL,1,STL,1607,Thuê bao thực tăng giảm
BCL,1,STL,1608,Thuê bao thực 4G tăng giảm
BCL,1,STL,1609,Doanh thu dịch vụ
BCL,1,STL,1610,Tiêu dùng
BCL,1,STL,1611,Doanh thu kinh doanh
BCL,1,VNC,2015,Doanh thu VHT (Kinh doanh trừ hubbing)
,,,1411,Chi tiết Doanh thu hợp nhất
BCL,1,VNC,2016,Dashboard VHT
BCL,1,STL,1614,STL
BCL,1,VTTNEWNEW,1652,2. Doanh thu dich vụ VTT (kinh doanh)
BCL,1,VTTNEWNEW,1653,1. Doanh thu VTT (Kinh doanh)
BCL,1,VTTNEWNEW,1654,VTT
BCL,1,VTTNEWNEW,1655,3. Tiêu dùng VTT
BCL,2,M1,2029,Dashboard M1
BCL,1,VTTNEWNEW,1656,4.Thuê bao thực tăng giảm VTT (Kinh doanh)
BCL,1,VTTNEWNEW,1657,5. Thuê bao thực 4G tăng giảm VTT (Kinh doanh)
BCL,2,VHK,2050,Doanh thu VTX (Kinh doanh trừ hubbing)_Tháng
BCL,2,VHK,2051,Dashboard VTX
BCL,2,VHK,2052,Doanh thu VTX (Tài chính)_Tháng
BCL,2,M1,2033,Doanh thu M1 (Tài chính)_Tháng
BCL,2,TD,390,TẬP ĐOÀN
BCL,2,M1,2034,Lợi nhuận trước thuế M1 (Tài chính)
BCL,2,VHK,2053,Lợi nhuận trước thuế VTX (Tài chính)
BCL,2,XMCP,2122,Doanh thu Xi măng cẩm phả (Kinh doanh trừ hubbing)_Tháng
BCL,2,XMCP,2123,Dashboard Xi măng cẩm phả
BCL,2,XMCP,2124,Doanh thu Xi măng cẩm phả (Tài chính)_Tháng
BCL,2,XMCP,2125,Lợi nhuận trước thuế Xi măng cẩm phả (Tài chính)
BCL,1,BDS,2126,Doanh thu Quản lý tài sản (Kinh doanh trừ hubbing)
BCL,1,BDS,2127,Dashboard Quản lý tài sản
,,,2237,vts_demo_dashboard_dongkhacthuan
,,,2238,hungpd20 dashboard
BCL,1,CNTT,2152,Doanh thu Khối CNTT (Kinh doanh trừ hubbing)
BCL,1,CNTT,2153,Dashboard Khối CNTT
BCL,2,TD,2397,14. Apru
BCL,2,KXL,2162,Doanh thu Khối Xây lắp (Kinh doanh trừ hubbing)_Tháng
BCL,2,KXL,2163,Dashboard Khối Xây lắp
BCL,2,VTTNEWNEW,2437,8. RPM thoại
VPTD,1,TD,2354,Tập Đoàn
BCL,2,TD,2394,10. RPD data
BCL,2,VTTNEWNEW,2441,11. DOU
BCL,2,STL,2463,RPM thoại
BCL,2,NAT,2469,RPD data
BCL,2,MOV,2475,MOU
BCL,2,MYN,2481,MOU
BCL,2,VTL,2488,DOU
BCL,2,VTP,2490,RPM thoại
BCL,2,VTP,2492,MOU
BCL,2,VTZ,2493,Rpm Thoại
BCL,2,VTP,2495,Apru
BCL,2,VBD,2500,DOU
BCL,2,VTZ,2503,MOU
VPTD,2,VTC,2691,Lợi nhuận
VPTD,2,VTC,2692,Doanh thu dịch vụ
VPTD,2,VTC,2693,Thuê bao di động phát triển thực
VPTD,2,VTC,2694,Thuê bao 4G phát triển thực
VPTD,2,VTC,2695,Thuê bao FTTH
VPTD,2,VTC,2696,Tổng doanh thu tài chính
VPTD,2,VTC,2697,Tổng doanh thu
VPTD,2,VTC,2698,Tiêu dùng thực di động
VPTD,2,VTC,2699,Thuê bao register
VPTD,2,VTC,2700,Dòng tiền ròng
VPTD,2,VTC,2701,VTC
VPTD,2,VTZ,2888,Lợi nhuận
VPTD,2,VTC,2710,Dòng tiền về VN
VPTD,2,VTZ,2889,Doanh thu dịch vụ
VPTD,2,VTZ,2890,Thuê bao di động phát triển thực
VPTD,2,VTZ,2891,Thuê bao 4G phát triển thực
VPTD,2,VTZ,2893,Tổng doanh thu tài chính
VPTD,2,VTZ,2894,Tổng doanh thu
VPTD,2,VTZ,2895,Tiêu dùng thực di động
VPTD,1,VTP,2734,Doanh thu dịch vụ
VPTD,1,VTP,2735,Thuê bao di động phát triển thực
VPTD,1,VTP,2736,Thuê bao 4G phát triển thực
VPTD,1,VTP,2737,Tổng doanh thu
VPTD,1,VTP,2738,Tiêu dùng thực di động
VPTD,1,VTP,2739,Thuê bao register
VPTD,1,VTP,2741,VTP
VPTD,2,VTZ,2896,Thuê bao register
VPTD,2,VTZ,2897,Dòng tiền ròng
VPTD,2,VTZ,2898,VTZ
VPTD,2,VTZ,2899,Dòng tiền về VN
VPTD,2,TD,2975,Năng suất lao động BQ
VPTD,2,XNK,3115,Lợi nhuận
VPTD,1,VDTC,3081,Dán thẻ epass
VPTD,2,VDTC,3083,LAO ĐỘNG BQ TRONG DS
VPTD,2,VDTC,3084,Dòng tiền ròng
VPTD,2,VDTC,3085,Lợi nhuận
VPTD,2,VDTC,3087,Doanh thu dịch vụ
VPTD,1,XMCP,3127,SẢN LƯỢNG TIÊU THỤ
VPTD,1,XMCP,3128,DOANH THU XUẤT KHẨU
VPTD,1,XMCP,3129,DOANH THU NỘI ĐỊA
VPTD,1,XMCP,3130,DOANH THU CLINKER
VPTD,1,XMCP,3131,DOANH THU XI MĂNG
VPTD,1,XMCP,3132,XMCP
VPTD,1,XMCP,3134,SẢN LƯỢNG TIÊU THỤ CLINKER
VPTD,2,XMCP,3135,DOANH THU XI MĂNG
VPTD,1,D067,3351,Doanh thu dịch vụ SME
VPTD,2,D067,3357,Doanh thu dịch vụ SME
VPTD,2,D067,3358,Doanh thu dịch vụ di động
VPTD,2,D067,3359,Doanh thu dịch vụ nhóm VTS
VPTD,2,D067,3360,Thuê bao FTTH
VPTD,2,D067,3361,Thuê bao di động phát triển thực
VPTD,2,D067,3362,Thuê bao 4G phát triển thực
VPTD,2,D067,3363,Tổng doanh thu dịch vụ
VPTD,2,D067,3364,Thuê bao register
VPTD,2,D067,3365,Doanh thu dịch vụ cố định băng rộng
VPTD,1,T037,3407,Doanh thu dịch vụ SME
VPTD,2,D067,3367,Doanh thu dịch vụ nhóm VTT
VPTD,2,D067,3368,Doanh thu dịch vụ nhóm VDS
VPTD,1,T037,3408,Doanh thu dịch vụ di động
VPTD,1,T037,3409,Thuê bao register
VPTD,1,T037,3410,Doanh thu dịch vụ nhóm VTS
VPTD,1,T037,3411,Thuê bao FTTH
VPTD,1,T037,3412,Thuê bao di động phát triển thực
VPTD,1,T037,3413,Thuê bao 4G phát triển thực
VPTD,1,T037,3414,Tổng doanh thu dịch vụ
VPTD,1,T037,3415,Doanh thu dịch vụ cố định băng rộng
VPTD,1,T037,3416,Doanh thu dịch vụ nhóm VTT
VPTD,1,T037,3417,Doanh thu dịch vụ nhóm VDS
VPTD,1,T066,3451,Doanh thu dịch vụ SME
VPTD,1,T066,3452,Doanh thu dịch vụ di động
VPTD,1,T066,3453,Thuê bao register
VPTD,1,T066,3454,Doanh thu dịch vụ nhóm VTS
VPTD,1,T066,3455,Thuê bao FTTH
VPTD,1,T066,3456,Thuê bao di động phát triển thực
VPTD,1,T066,3457,Thuê bao 4G phát triển thực
VPTD,1,T066,3458,Tổng doanh thu dịch vụ
VPTD,1,T066,3459,Doanh thu dịch vụ cố định băng rộng
VPTD,1,T066,3460,Doanh thu dịch vụ nhóm VTT
VPTD,1,T066,3461,Doanh thu dịch vụ nhóm VDS
VPTD,2,B650,3473,Doanh thu dịch vụ SME
VPTD,2,B650,3474,Doanh thu dịch vụ di động
VPTD,2,B650,3475,Doanh thu dịch vụ nhóm VTS
VPTD,2,B650,3476,Thuê bao FTTH
VPTD,2,B650,3477,Thuê bao di động phát triển thực
VPTD,2,B650,3478,Thuê bao 4G phát triển thực
VPTD,2,B650,3479,Tổng doanh thu dịch vụ
VPTD,2,B650,3480,Thuê bao register
VPTD,2,B650,3481,Doanh thu dịch vụ cố định băng rộng
VPTD,2,B650,3482,Doanh thu dịch vụ nhóm VTT
VPTD,2,B650,3483,Doanh thu dịch vụ nhóm VDS
VPTD,1,B240,3605,Doanh thu dịch vụ SME
VPTD,1,B240,3606,Doanh thu dịch vụ di động
VPTD,1,B240,3607,Doanh thu dịch vụ nhóm VTS
VPTD,1,B240,3608,Thuê bao FTTH
VPTD,1,B240,3609,Thuê bao di động phát triển thực
VPTD,1,B240,3610,Thuê bao 4G phát triển thực
VPTD,1,B240,3611,Tổng doanh thu dịch vụ
VPTD,1,B240,3612,Thuê bao register
VPTD,1,B240,3613,Doanh thu dịch vụ cố định băng rộng
VPTD,1,B240,3614,Doanh thu dịch vụ nhóm VTT
VPTD,1,B240,3615,Doanh thu dịch vụ nhóm VDS
VPTD,1,K077,3616,Doanh thu dịch vụ SME
VPTD,1,K077,3617,Doanh thu dịch vụ di động
VPTD,1,K077,3618,Doanh thu dịch vụ nhóm VTS
VPTD,1,K077,3619,Thuê bao FTTH
VPTD,1,K077,3620,Thuê bao di động phát triển thực
VPTD,1,K077,3621,Thuê bao 4G phát triển thực
VPTD,2,VDS,3049,Lợi nhuận
VPTD,1,CT,3044,Tổng doanh thu KD
VPTD,1,CT,3045,Doanh thu xây lắp
VPTD,2,VDS,3050,Doanh thu (KD)
VPTD,1,CT,3047,Doanh thu vận hành khai thác
VPTD,1,CT,3048,VCC
VPTD,2,VDS,3051,Doanh thu tài chính
VPTD,2,TH,3093,Lợi nhuận
VPTD,2,TH,3094,Doanh thu (KD)
VPTD,2,VDS,3055,VDS
VPTD,2,TH,3095,Doanh thu tài chính
,,,3005,Tập Đoàn
VPTD,1,ANM,3178,VCS
VPTD,2,TH,3097,VTM
VPTD,2,TVTK,3098,Lợi nhuận
,,,3009,Năng suất lao động BQ
,,,3010,Thu nhập BQ
VPTD,2,TVTK,3099,Dòng tiền ròng
VPTD,2,TVTK,3100,Doanh thu tài chính
VPTD,2,TVTK,3101,TVTK
VPTD,1,VTS,3254,DT BÁN HÀNG GIẢI PHÁP CNTT
VPTD,2,VTS,3259,Doanh thu bán hàng y tế
VPTD,2,VDTC,3077,VDTC
VPTD,2,VDTC,3082,Năng suất lao động BQ
VPTD,2,M1,3322,Lợi nhuận
VPTD,2,M1,3323,M1
VPTD,2,M1,3324,Giá trị sản lượng
VPTD,2,M1,3329,TỔNG DOANH THU (KD)
VPTD,1,B650,3462,Doanh thu dịch vụ SME
VPTD,1,B650,3463,Doanh thu dịch vụ di động
VPTD,1,B650,3464,Doanh thu dịch vụ nhóm VTS
VPTD,1,B650,3465,Thuê bao FTTH
VPTD,1,B650,3466,Thuê bao di động phát triển thực
VPTD,1,B650,3467,Thuê bao 4G phát triển thực
VPTD,1,B650,3468,Tổng doanh thu dịch vụ
VPTD,1,B650,3469,Thuê bao register
VPTD,1,B650,3470,Doanh thu dịch vụ cố định băng rộng
VPTD,1,B650,3471,Doanh thu dịch vụ nhóm VTT
VPTD,1,B650,3472,Doanh thu dịch vụ nhóm VDS
VPTD,1,K077,3622,Tổng doanh thu dịch vụ
VPTD,2,K060,3694,Doanh thu dịch vụ cố định băng rộng
VPTD,2,K060,3695,Doanh thu dịch vụ nhóm VTT
VPTD,2,K060,3696,Doanh thu dịch vụ nhóm VDS
VPTD,2,K060,3697,Doanh thu dịch vụ SME
VPTD,2,K060,3698,Doanh thu dịch vụ di động
VPTD,2,K060,3699,Doanh thu dịch vụ nhóm VTS
VPTD,2,K060,3700,Thuê bao FTTH
VPTD,2,K060,3701,Thuê bao di động phát triển thực
VPTD,2,K060,3702,Thuê bao 4G phát triển thực
VPTD,2,K060,3703,Tổng doanh thu dịch vụ
VPTD,2,K060,3704,Thuê bao register
VPTD,1,B781,3705,Doanh thu dịch vụ SME
VPTD,1,B781,3706,Doanh thu dịch vụ di động
BAN_DO,2,TD,9039,NĂNG SUẤT LAO ĐỘNG BQ
BAN_DO,2,TD,9041,LAO ĐỘNG BQ TRONG DS
VPTD,1,ANM,9062,DOANH THU DỊCH VỤ & SẢN XUẤT
BAN_DO,2,VTTNEWNEW,9236,DOANH THU DỊCH VỤ
BAN_DO,1,VTTNEWNEW,9315,Tiêu dùng thực di động
BAN_DO,2,VTTNEWNEW,9157,TỔNG DOANH THU(TC)
BAN_DO,2,VTTNEWNEW,9158,DOANH THU DỊCH VỤ NHÓM SME
BAN_DO,2,VTTNEWNEW,9159,DOANH THU DỊCH VỤ & SẢN XUẤT
BAN_DO,2,VTTNEWNEW,9160,Thuê bao register  di động
BAN_DO,2,VTTNEWNEW,9161,Thuê bao di động phát triển thực
BAN_DO,2,VTTNEWNEW,9162,Thuê bao 4G phát triển thực
BAN_DO,2,TD,9034,DOANH THU HỢP NHẤT (TC)
BAN_DO,2,VTTNEWNEW,9163,Thuê bao FTTH
BAN_DO,1,VTTNEWNEW,9316,Thuê bao register di động
BAN_DO,2,VTTNEWNEW,9165,NĂNG SUẤT LAO ĐỘNG BQ
BAN_DO,2,VTTNEWNEW,9166,LAO ĐỘNG BQ TRONG DS
BAN_DO,2,VTTNEWNEW,9167,TỔNG DOANH THU(KD)
BAN_DO,1,VTTNEWNEW,9317,Thuê bao di động phát triển thực
BAN_DO,2,VTTNEWNEW,9169,THU NHẬP BQ
BAN_DO,2,VTTNEWNEW,9170,VTT
BAN_DO,2,VTTNEWNEW,9171,LỢI NHUẬN TT
BAN_DO,1,VTTNEWNEW,9318,Thuê bao 4G phát triển thực
BAN_DO,2,VTTNEWNEW,9173,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
BAN_DO,2,VTTNEWNEW,9174,DOANH THU DI ĐỘNG
BAN_DO,1,VTTNEWNEW,9319,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
BAN_DO,2,VTG,9176,Tiêu dùng thực di động
BAN_DO,1,VTTNEWNEW,9320,Thuê bao FTTH
BAN_DO,2,VTG,9178,Doanh thu dịch vụ (trừ hubbing)
BAN_DO,2,VTG,9179,DOANH THU DỊCH VỤ & SẢN XUẤT
BAN_DO,2,VTG,9180,Thuê bao register di động
BAN_DO,2,VTG,9181,Thuê bao di động phát triển thực
BAN_DO,2,VTG,9182,Thuê bao 4G phát triển thực
BAN_DO,2,VTG,9183,Thuê bao FTTH
BAN_DO,2,VTS,9424,Thu nhập BQ
BAN_DO,2,VTG,9185,NĂNG SUẤT LAO ĐỘNG BQ
BAN_DO,2,VTG,9186,LAO ĐỘNG BQ TRONG DS
BAN_DO,2,VTG,9187,DOANH THU CỘNG NGANG(KD)
BAN_DO,2,VTG,9188,DÒNG TIỀN RÒNG
BAN_DO,2,VTG,9189,THU NHẬP BQ
BAN_DO,2,VTG,9190,VTG
BAN_DO,2,VTG,9191,LỢI NHUẬN TT
BAN_DO,2,VTG,9192,DÒNG TIỀN VỀ VN
BAN_DO,2,VTG,9193,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
BAN_DO,2,VTG,9194,DOANH THU CỘNG NGANG (TC)
BAN_DO,2,VTS,9427,Năng suất lao động BQ
BAN_DO,1,VTTNEWNEW,9323,VTT
Dashboard Năm,2,TD,9455,Thuê bao VIETTEL MONEY
Dashboard Năm,2,TD,9456,Tiêu dùng thực di động
Dashboard Năm,2,TD,9457,Tổng doanh thu
BAN_DO,1,VTTNEWNEW,9324,Tổng doanh thu(KD)
BAN_DO,1,VTTNEWNEW,9325,Doanh thu dịch vụ
BAN_DO,1,VTTNEWNEW,9326,DOANH THU DỊCH VỤ & SẢN XUẤT
BAN_DO,1,VDS,9399,DV SMS
BAN_DO,1,VTS,9340,DT BÁN HÀNG Y TẾ
Dashboard Năm,2,TD,9458,Doanh thu dịch vụ (trừ hubbing)
Dashboard Năm,2,TD,9459,DOANH THU DỊCH VỤ & SẢN XUẤT
Dashboard Năm,2,TD,9460,Thuê bao register di động
Dashboard Năm,2,TD,9461,Thuê bao di động phát triển thực
Dashboard Năm,2,TD,9462,Thuê bao 4G phát triển thực
BAN_DO,2,VTS,9210,VTS
Dashboard Năm,2,TD,9463,Thuê bao FTTH
Dashboard Năm,2,TD,9464,Dán thẻ epass
BAN_DO,2,VTS,9213,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
Dashboard Năm,2,TD,9465,NĂNG SUẤT LAO ĐỘNG BQ
BAN_DO,1,VTS,9341,DT BÁN HÀNG DỰ ÁN BQP
BAN_DO,1,VDS,9395,DT BÁN THẺ CÀO NỘI MẠNG
BAN_DO,1,VTG,9402,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
BAN_DO,1,VTS,9401,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
Dashboard Năm,2,TD,9466,LAO ĐỘNG BQ TRONG DS
Dashboard Năm,2,TD,9467,DOANH THU HỢP NHẤT (TC)
BAN_DO,1,VTS,9347,VTS
BAN_DO,1,VTS,9348,DOANH THU CỘNG NGANG(KD)
BAN_DO,1,VTS,9349,Doanh thu dịch vụ (trừ hubbing)
BAN_DO,1,VTS,9350,DOANH THU DỊCH VỤ & SẢN XUẤT
BAN_DO,1,VTTNEWNEW,9378,DOANH THU DỊCH VỤ NHÓM SME
BAN_DO,1,VTS,9382,DT BÁN HÀNG GIÁO DỤC
Dashboard Năm,2,TD,9468,DÒNG TIỀN RÒNG
Dashboard Năm,2,TD,9469,THU NHẬP BQ
Dashboard Năm,2,TD,9470,Tập Đoàn
Dashboard Năm,2,TD,9471,LỢI NHUẬN TT
Dashboard Năm,2,TD,9472,DÒNG TIỀN VỀ VN
Dashboard Năm,2,TD,9473,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ
Dashboard Năm,2,TD,9474,DOANH THU CỘNG NGANG (TC)
Dashboard Năm,2,VTTNEWNEW,9555,DOANH THU CÁC DỊCH VỤ MỚI
VPTD,2,CTM,9755,DÒNG TIỀN RÒNG
VPTD,1,TD,9936,Thuê bao MOBILE MONEY
VPTD,2,TD,9955,Thuê bao MOBILE MONEY
VPTD,2,CTM,9672,LAO ĐỘNG BQ TRONG DS
VPTD,2,VDS,9938,Thuê bao MOBILE MONEY PSGD
VPTD,1,TD,9975,Thuê bao VIETTEL MONEY_9975
VPTD,1,TD,9976,DỊCH VỤ TV360_9976
VPTD,2,CTM,9676,NĂNG SUẤT LAO ĐỘNG BQ
VPTD,2,CTM,9677,THU NHẬP BQ
VPTD,1,TD,9977,DOANH THU DỊCH VỤ & SẢN XUẤT_9977
VPTD,2,CTM,9679,TỔNG DOANH THU (KD)
VPTD,1,TD,9978,TIẾN ĐỘ THỰC HIỆN NHIỆM VỤ_9978
VPTD,1,TD,9979,Doanh thu dịch vụ_9979
VPTD,2,CTM,9682,CTM
VPTD,2,CTM,9683,LỢI NHUẬN TT
Dashboard tuần chỉ huy,1,TD,9824,Tập Đoàn
Dashboard tuần chỉ huy,1,TD,9825,Tổng doanh thu
VPTD,1,TD,9980,Thuê bao di động phát triển thực_9980
VPTD,1,TD,9981,Thuê bao 4G phát triển thực_9981
VPTD,2,CTM,9688,TỔNG DOANH THU (TC)
Bản đồ năm,2,TD,9696,THU NHẬP BÌNH QUÂN
Dashboard tuần chỉ huy,1,TD,9830,Doanh thu dịch vụ (trừ hubbing) VTG
VPTD,1,TD,9982,Dán thẻ epass_9982
VPTD,1,TD,9983,Tổng doanh thu_9983
VPTD,1,TD,9984,Tiêu dùng thực di động_9984
VPTD,1,TD,9985,Thuê bao register_9985
VPTD,1,TD,9986,Tập Đoàn_9986
